순위,기간시작,기간종료,썸네일_이미지의_URL,영화명(국문),영화코드,하이퍼텍스트_링크,줄거리
9,20120813,20120819,https://ssl.pstatic.net/imgmovie/mdi/mit110/0822/82227_P38_135522.jpg,아이스 에이지 4: 대륙 이동설,20126667,https://movie.naver.com/movie/bi/mi/basic.nhn?code=82227,"쩍! 갈라진 대륙과 바다, 딱! 마주친 빙하 해적단! 다람쥐 스크랫의 도토리를 향한 엄청난 집념이 지구의 운명마저 바꿔놓는 초대형 사고로 이어지면서, 대륙이 쩍쩍 갈라지기 시작한다.  갑작스러운 대륙 이동으로 살 곳을 잃어버린 매니, 디에고, 시드는 빙하를 배 삼아 정처 없이 떠돌던 중, 무시무시한 해적단과 마주치게 되는데…"
10,20120813,20120819,https://ssl.pstatic.net/imgmovie/mdi/mit110/0957/95769_P31_173730.jpg,빌리와 용감한 녀석들 3D,20127887,https://movie.naver.com/movie/bi/mi/basic.nhn?code=95769,"아름다운 정글에서 평화롭게 살아가던 아기 표범 ‘빌리’는 숲이 사라질 위험에 처해있다는 사실을 알게 된 뒤, 엄마 표범 ‘지젤’, 원숭이 ‘토토’, 곰 ‘베가’와 함께 동물 특공대를 만든다.  동물 특공대의 첫 임무는 동물들 중 유일하게 인간과 대화할 수 있는 능력자 앵무새 ‘알렉스’를 찾는 것! 우여곡절 끝에 ‘알렉스’와 함께 하게 된 동물 특공대는 신나게 도시로 향하지만 쉬울 줄 알았던 여행은 외눈박이 하이에나의 습격과 꿀벌 군단의 벌침 공격 등으로 인해 점점 험난해져 가는데… 더 용감하게! 더 유쾌하게 돌아온 빌리와 용감한 녀석들! 인간과 담판을 벌여 정글을 지켜낼 수 있을까?"
1,20120806,20120812,https://ssl.pstatic.net/imgmovie/mdi/mit110/1847/184730_P01_162415.jpg,도둑들,20124034,https://movie.naver.com/movie/bi/mi/basic.nhn?code=184730,"중부 멕시코의 황량한 들판에는 밤마다 지하 파이프라인에 구멍을 뚫어 석유를 훔치는 기름 도둑들이 기승이다. 가난한 홀어머니와 단둘이 사는 순진한 고등학생 랄로는 짝사랑 아나에게 용기를 내 여자친구가 돼달라고 말하지만 웃음거리만 된다. 아나는 오토바이를 타고 다니는 룰로 일당과 어울리지만 쉽게 룰로에게 마음을 주지도 않는다. 알바를 하는 석유 가게 노인에게 빚을 지고 있고, 아나에게 선물할 스마트폰도 사고 싶은 랄로는 큰돈을 벌 수 있는 일자리를 찾아 룰로가 속한 기름 도둑 일당에 가담한다. 아나에게 스마트폰을 선물한 후의 하룻밤 데이트는 랄로에게는 가장 행복한 순간이었을 것이다. 하지만 어른이 되고픈 소년의 운명은 비극적인 결말로 치닫는다. 트라이베카 영화제 극영화부문 최우수 감독상을 수상한 에드가니토의 이 강렬한 데뷔작은 과장 없이 담담하지만 커다란 충격과 울림을 던지는 범죄 드라마이자 성장영화다. 마치 감독이 예견한 듯 현실에서는 바로 넉 달 전 멕시코 송유관 폭발사고가 일어나 130명이 넘는 주민들의 목숨을 앗아갔다. 캐릭터가 충격에 종속되지 않고 현실을 살게 한, 감독이 취한 태도는 옳아 보인다. 아름다운 것은 사람이요, 잔혹한 것은 운명이며, 비극적인 것은 삶이다.
 
 [제23회 부천국제판타스틱영화제]"
2,20120806,20120812,https://ssl.pstatic.net/imgmovie/mdi/mit110/0868/86888_P08_111010.jpg,바람과 함께 사라지다,20124067,https://movie.naver.com/movie/bi/mi/basic.nhn?code=86888,"총명함은 타고났으나 우의정의 서자요, 잡서적에 빠져 지내던 ‘덕무(차태현)’. 얼음 독점권을 차지하려는 좌의정 ‘조명수’에 의해 아버지가 누명을 쓰게 되자 그의 뒤통수를 칠 묘안을 떠올린다. 바로 서빙고의 얼음을 통째로 털겠다는 것! 한때 서빙고를 관리했지만 조명수 일행에 의해 파직당한 ‘동수(오지호)’와 손을 잡은 덕무는 작전에 필요한 조선 제일의 고수들을 찾아 나선다. 그들이 움직이면 ‘얼음’이 사라진다! 한양 최고의 돈줄 ‘수균(성동일)’을 물주로 잡고, 도굴 전문가 ‘석창(고창석)’, 폭탄 제조 전문가 ‘대현(신정근)’, 변장술의 달인 ‘재준(송종호)’, 총알배송 마차꾼 ‘철주(김길동)’ 등 각 분야 전문가들을 불러모은 덕무와 동수. 여기에 동수의 여동생인 잠수전문가 ‘수련(민효린)’과 아이디어 뱅크 ‘정군(천보근)’, 유언비어의 원조 ‘난이(김향기)’까지 조선 최고의 ‘꾼’들이 모두 한자리에 모이게 되고, 3만정의 얼음을 훔치기 위한 본격 작전에 나서기 시작한다!   “우리는 돈, 금, 얼음을 가지고 바람과 함께 사라지는 겁니다!”"
3,20120806,20120812,https://ssl.pstatic.net/imgmovie/mdi/mit110/0720/72054_P64_134619.jpg,다크 나이트 라이즈,20112703,https://movie.naver.com/movie/bi/mi/basic.nhn?code=72054,"다크 나이트 신화의 전설이 끝난다.
 배트맨이 조커와의 대결을 끝으로 세상에서 모습을 감춘 8년 후,
 하비 덴트의 죽음에 대한 책임을 떠안은 배트맨은 모든 것을 희생하며 떠나고..
 범죄방지 덴트법으로 인해 한동안 평화가 지속되던 고담시의 파멸을 예고하며 나타난 마스크를 쓴 잔인한 악당, 
 최강의 적 베인이 등장한다.
 베인은 배트맨이 스스로 택한 유배 생활에 종지부를 찍게 하지만, 
 다시 돌아온 배트맨에게 베인은 만만한 상대가 아니다.
 자신을 거부한 사람들의 고통을 지켜볼 것인가, 정의의 수호자로 나설 것인가.
 배트맨은 승패를 알 수 없는 마지막 전투를 시작하려 하는데…"
4,20120806,20120812,https://ssl.pstatic.net/imgmovie/mdi/mit110/0945/94506_P21_112038.jpg,새미의 어드벤쳐 2,20126406,https://movie.naver.com/movie/bi/mi/basic.nhn?code=94506,"5대양 6대주 해양 세계일주를 떠났던 ‘새미’와 ‘레이’는 이제 막 세상에 태어난 손녀 엘라와 손자 리키가 바다로 나가는 것을 도와주며 평화로운 생활을 만끽한다. 그러던 어느 날 갑자기 불법 포획을 일삼는 밀렵꾼이 나타나 새미와 레이를 잡아가고, 할아버지 바다 거북이들은 세계 최대 규모의 두바이 아쿠아리움에 갇히게 되는데... 아쿠아리움 속 블로브피시, 건방진 랍스터, 과묵한 상어, 펭귄 가족들과 친구가 되어 함께 탈출을 계획하던 새미와 레이! 하지만 아쿠아리움의 독재자 해마 빅D가 이들의 탈출 계획에 브레이크를 걸면서 아슬아슬한 위기를 맞게 되고...  한편 비록 꼬마 거북이들이지만 할아버지들을 구하기 위해 위험한 모험을 시작한 엘라와 리키는 새미와 레이의 행방을 찾아 넓은 바닷속을 헤엄쳐 다닌다. 그러던 중 귀여운 아기 문어 애나벨을 만나게 된 이들은 문어 엄마 마가렛의 도움으로 할아버지들이 있는 아쿠아리움으로 잠입을 시도, 우여곡절 끝에 아쿠아리움 안으로 들어가게 되지만 무시무시한 뱀장어들에게 쫓기며 위험한 순간을 맞는데...  새미와 레이를 구하기 위해 아쿠아리움으로 뛰어든 엘라와 리키의 짜릿한 바닷 속 모험이 시작된다!"
5,20120806,20120812,https://ssl.pstatic.net/imgmovie/mdi/mit110/0838/83893_P09_112146.jpg,나는 왕이로소이다,20124080,https://movie.naver.com/movie/bi/mi/basic.nhn?code=83893,"왕위를 둘러싼 권력 다툼과 붕당정치로 혼란이 극에 달한 광해군 8년. 자신의 목숨을 노리는 자들에 대한 분노와 두려움으로 점점 난폭해져 가던 왕 ‘광해’는 도승지 ‘허균’에게 자신을 대신하여 위협에 노출될 대역을 찾을 것을 지시한다. 이에 허균은 기방의 취객들 사이에 걸쭉한 만담으로 인기를 끌던 하선을 발견한다. 왕과 똑같은 외모는 물론 타고난 재주와 말솜씨로 왕의 흉내도 완벽하게 내는 하선. 영문도 모른 채 궁에 끌려간 하선은 광해군이 자리를 비운 하룻밤 가슴 조이며 왕의 대역을 하게 된다.  왕이 되어선 안 되는 남자, 조선의 왕이 되다!  그러던 어느 날 광해군이 갑자기 의식을 잃고 쓰러지는 엄청난 사건이 발생하고, 허균은 광해군이 치료를 받는 동안 하선에게 광해군을 대신하여 왕의 대역을 할 것을 명한다. 저잣거리의 한낱 만담꾼에서 하루아침에 조선의 왕이 되어버린 천민 하선. 허균의 지시 하에 말투부터 걸음걸이, 국정을 다스리는 법까지, 함부로 입을 놀려서도 들켜서도 안 되는 위험천만한 왕노릇을 시작한다. 하지만 예민하고 난폭했던 광해와는 달리 따뜻함과 인간미가 느껴지는 달라진 왕의 모습에 궁정이 조금씩 술렁이고, 점점 왕의 대역이 아닌 자신의 목소리를 내기 시작하는 하선의 모습에 허균도 당황하기 시작하는데..."
6,20120806,20120812,https://ssl.pstatic.net/imgmovie/mdi/mit110/0822/82227_P38_135522.jpg,아이스 에이지 4: 대륙 이동설,20126667,https://movie.naver.com/movie/bi/mi/basic.nhn?code=82227,"쩍! 갈라진 대륙과 바다, 딱! 마주친 빙하 해적단! 다람쥐 스크랫의 도토리를 향한 엄청난 집념이 지구의 운명마저 바꿔놓는 초대형 사고로 이어지면서, 대륙이 쩍쩍 갈라지기 시작한다.  갑작스러운 대륙 이동으로 살 곳을 잃어버린 매니, 디에고, 시드는 빙하를 배 삼아 정처 없이 떠돌던 중, 무시무시한 해적단과 마주치게 되는데…"
7,20120806,20120812,https://ssl.pstatic.net/imgmovie/mdi/mit110/0957/95769_P31_173730.jpg,빌리와 용감한 녀석들 3D,20127887,https://movie.naver.com/movie/bi/mi/basic.nhn?code=95769,"아름다운 정글에서 평화롭게 살아가던 아기 표범 ‘빌리’는 숲이 사라질 위험에 처해있다는 사실을 알게 된 뒤, 엄마 표범 ‘지젤’, 원숭이 ‘토토’, 곰 ‘베가’와 함께 동물 특공대를 만든다.  동물 특공대의 첫 임무는 동물들 중 유일하게 인간과 대화할 수 있는 능력자 앵무새 ‘알렉스’를 찾는 것! 우여곡절 끝에 ‘알렉스’와 함께 하게 된 동물 특공대는 신나게 도시로 향하지만 쉬울 줄 알았던 여행은 외눈박이 하이에나의 습격과 꿀벌 군단의 벌침 공격 등으로 인해 점점 험난해져 가는데… 더 용감하게! 더 유쾌하게 돌아온 빌리와 용감한 녀석들! 인간과 담판을 벌여 정글을 지켜낼 수 있을까?"
8,20120806,20120812,https://ssl.pstatic.net/imgmovie/mdi/mit110/1826/182698_P01_182951.jpg,무서운 이야기,20124349,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182698,"레밍턴(조슈아 윈치)은 악령이 들린 사악한 오두막에서 탈출했지만 악마는 계속 그를 따라다니고, 르벨(샤논 스네든)과 그녀의 가장 친한 친구인 클로이(케일린 뉴베리)는 필사적으로 리벨의 실종된 여동생을 찾는다.
 두 사람은 삼류 TV 쇼 진행자인 빈센트와 만나 실종된 여동생과 심령적으로 연결되는 것을 경험한다. 그리고 그날 밤 울린 총성으로, 세 사람은 모두 레밍턴을 쫓는 악마와 맞서 싸우게 되는데..."
9,20120806,20120812,https://ssl.pstatic.net/imgmovie/mdi/mit110/0924/92412_P00_151050.jpg,명탐정 코난: 11번째 스트라이커,20127306,https://movie.naver.com/movie/bi/mi/basic.nhn?code=92412,"어느 날 탐정사무소로 걸려온 폭탄 테러 예고 전화. 유명한 탐정을 도발하듯 그의 눈앞에서 자동차가 폭파되고 범인은 수수께끼와도 같은 암호를 남긴다. 절박한 상황에서 홀로 암호를 풀어낸 코난의 활약으로 대형 참사는 겨우 막지만 축구 경기장의 대형 전광판에 숨겨져 있던 폭탄이 결국 폭발하고 범인을 잡는데는 결국 실패하고 만다. 그리고 또 다시 도전장과 같은 수수께끼의 암호가 유명한 탐정에게 배달되는데…도대체 다음 목표는 어디이며 누가 범인인 것인지, 그리고 왜 범인은 유명한 탐정을 노리는 것인가!? 축구계 전체를 둘러싼 음모와 위협 속에서 암호를 해독하고 진실을 밝혀라!"
10,20120806,20120812,https://ssl.pstatic.net/imgmovie/mdi/mit110/0930/93089_P25_115843.jpg,스텝업4 : 레볼루션,20126448,https://movie.naver.com/movie/bi/mi/basic.nhn?code=93089,"‘MOB’의 리더 션은 유튜브 댄스 배틀에서 천만 조회수를 돌파해 십만 달러의 상금을 받는 것이 목표이다. 반면, 거대 호텔 사장의 외동딸인 에밀리는 후계자가 되길 바라는 아버지의 뜻과는 달리 정식 무용단의 프로댄서가 되는 것이 꿈이다. 에밀리는 호텔 클럽에서 완벽한 댄스를 선보이는 션을 만나고, 서로 사랑에 빠진다.  화려한 퍼포먼스로 세상을 향해 메시지를 던지다!  어느 날, 션이 살고 있는 동네가 에밀리 아버지로 인해 강제 철거된다는 소식을 듣고, 그는 ‘MOB’의 멤버들을 하나로 모으기 시작한다. 춤 안에 자신들의 외침을 담아 대항하는 그들의 열정적인 모습을 본 에밀리는 신분을 숨긴 채 팀에 합류하게 되는데…"
1,20120730,20120805,https://ssl.pstatic.net/imgmovie/mdi/mit110/1847/184730_P01_162415.jpg,도둑들,20124034,https://movie.naver.com/movie/bi/mi/basic.nhn?code=184730,"중부 멕시코의 황량한 들판에는 밤마다 지하 파이프라인에 구멍을 뚫어 석유를 훔치는 기름 도둑들이 기승이다. 가난한 홀어머니와 단둘이 사는 순진한 고등학생 랄로는 짝사랑 아나에게 용기를 내 여자친구가 돼달라고 말하지만 웃음거리만 된다. 아나는 오토바이를 타고 다니는 룰로 일당과 어울리지만 쉽게 룰로에게 마음을 주지도 않는다. 알바를 하는 석유 가게 노인에게 빚을 지고 있고, 아나에게 선물할 스마트폰도 사고 싶은 랄로는 큰돈을 벌 수 있는 일자리를 찾아 룰로가 속한 기름 도둑 일당에 가담한다. 아나에게 스마트폰을 선물한 후의 하룻밤 데이트는 랄로에게는 가장 행복한 순간이었을 것이다. 하지만 어른이 되고픈 소년의 운명은 비극적인 결말로 치닫는다. 트라이베카 영화제 극영화부문 최우수 감독상을 수상한 에드가니토의 이 강렬한 데뷔작은 과장 없이 담담하지만 커다란 충격과 울림을 던지는 범죄 드라마이자 성장영화다. 마치 감독이 예견한 듯 현실에서는 바로 넉 달 전 멕시코 송유관 폭발사고가 일어나 130명이 넘는 주민들의 목숨을 앗아갔다. 캐릭터가 충격에 종속되지 않고 현실을 살게 한, 감독이 취한 태도는 옳아 보인다. 아름다운 것은 사람이요, 잔혹한 것은 운명이며, 비극적인 것은 삶이다.
 
 [제23회 부천국제판타스틱영화제]"
2,20120730,20120805,https://ssl.pstatic.net/imgmovie/mdi/mit110/0720/72054_P64_134619.jpg,다크 나이트 라이즈,20112703,https://movie.naver.com/movie/bi/mi/basic.nhn?code=72054,"다크 나이트 신화의 전설이 끝난다.
 배트맨이 조커와의 대결을 끝으로 세상에서 모습을 감춘 8년 후,
 하비 덴트의 죽음에 대한 책임을 떠안은 배트맨은 모든 것을 희생하며 떠나고..
 범죄방지 덴트법으로 인해 한동안 평화가 지속되던 고담시의 파멸을 예고하며 나타난 마스크를 쓴 잔인한 악당, 
 최강의 적 베인이 등장한다.
 베인은 배트맨이 스스로 택한 유배 생활에 종지부를 찍게 하지만, 
 다시 돌아온 배트맨에게 베인은 만만한 상대가 아니다.
 자신을 거부한 사람들의 고통을 지켜볼 것인가, 정의의 수호자로 나설 것인가.
 배트맨은 승패를 알 수 없는 마지막 전투를 시작하려 하는데…"
3,20120730,20120805,https://ssl.pstatic.net/imgmovie/mdi/mit110/0822/82227_P38_135522.jpg,아이스 에이지 4: 대륙 이동설,20126667,https://movie.naver.com/movie/bi/mi/basic.nhn?code=82227,"쩍! 갈라진 대륙과 바다, 딱! 마주친 빙하 해적단! 다람쥐 스크랫의 도토리를 향한 엄청난 집념이 지구의 운명마저 바꿔놓는 초대형 사고로 이어지면서, 대륙이 쩍쩍 갈라지기 시작한다.  갑작스러운 대륙 이동으로 살 곳을 잃어버린 매니, 디에고, 시드는 빙하를 배 삼아 정처 없이 떠돌던 중, 무시무시한 해적단과 마주치게 되는데…"
4,20120730,20120805,https://ssl.pstatic.net/imgmovie/mdi/mit110/0945/94506_P21_112038.jpg,새미의 어드벤쳐 2,20126406,https://movie.naver.com/movie/bi/mi/basic.nhn?code=94506,"5대양 6대주 해양 세계일주를 떠났던 ‘새미’와 ‘레이’는 이제 막 세상에 태어난 손녀 엘라와 손자 리키가 바다로 나가는 것을 도와주며 평화로운 생활을 만끽한다. 그러던 어느 날 갑자기 불법 포획을 일삼는 밀렵꾼이 나타나 새미와 레이를 잡아가고, 할아버지 바다 거북이들은 세계 최대 규모의 두바이 아쿠아리움에 갇히게 되는데... 아쿠아리움 속 블로브피시, 건방진 랍스터, 과묵한 상어, 펭귄 가족들과 친구가 되어 함께 탈출을 계획하던 새미와 레이! 하지만 아쿠아리움의 독재자 해마 빅D가 이들의 탈출 계획에 브레이크를 걸면서 아슬아슬한 위기를 맞게 되고...  한편 비록 꼬마 거북이들이지만 할아버지들을 구하기 위해 위험한 모험을 시작한 엘라와 리키는 새미와 레이의 행방을 찾아 넓은 바닷속을 헤엄쳐 다닌다. 그러던 중 귀여운 아기 문어 애나벨을 만나게 된 이들은 문어 엄마 마가렛의 도움으로 할아버지들이 있는 아쿠아리움으로 잠입을 시도, 우여곡절 끝에 아쿠아리움 안으로 들어가게 되지만 무시무시한 뱀장어들에게 쫓기며 위험한 순간을 맞는데...  새미와 레이를 구하기 위해 아쿠아리움으로 뛰어든 엘라와 리키의 짜릿한 바닷 속 모험이 시작된다!"
5,20120730,20120805,https://ssl.pstatic.net/imgmovie/mdi/mit110/0924/92412_P00_151050.jpg,명탐정 코난: 11번째 스트라이커,20127306,https://movie.naver.com/movie/bi/mi/basic.nhn?code=92412,"어느 날 탐정사무소로 걸려온 폭탄 테러 예고 전화. 유명한 탐정을 도발하듯 그의 눈앞에서 자동차가 폭파되고 범인은 수수께끼와도 같은 암호를 남긴다. 절박한 상황에서 홀로 암호를 풀어낸 코난의 활약으로 대형 참사는 겨우 막지만 축구 경기장의 대형 전광판에 숨겨져 있던 폭탄이 결국 폭발하고 범인을 잡는데는 결국 실패하고 만다. 그리고 또 다시 도전장과 같은 수수께끼의 암호가 유명한 탐정에게 배달되는데…도대체 다음 목표는 어디이며 누가 범인인 것인지, 그리고 왜 범인은 유명한 탐정을 노리는 것인가!? 축구계 전체를 둘러싼 음모와 위협 속에서 암호를 해독하고 진실을 밝혀라!"
